deviceName,deviceType,ipAddress,productFamily,modelNr,serialNr,softwareVersion,systemTime,upTime
AAMC-HWT4-S001.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.23,Switches and Hubs,WS-C3750V2-48PS-S,FDO1451X0U9,12.2(55)SE5,2021-02-16T07:35:35.000Z,204902324743
CA-HCMC-NTWR-002C-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.90.23,Switches and Hubs,C9300-48P,FCW2133L03F,16.6.1,2021-02-16T07:38:05.000Z,30198186456
WASTPEGNT-0001B-AS10.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.236.99.111,Switches and Hubs,WS-C3850-48P,FOC2025X19M,03.03.05SE,2021-02-16T07:35:35.000Z,36641581626
HIE-1-4510-1.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.14,Switches and Hubs,WS-C4510R+E,FOX1504GC0H,03.02.02.SG,2021-02-16T07:39:34.000Z,302933402290
WAEVPMC-000PVMDF-WR02.network.providence.org,Cisco 4451 Series Integrated Services Router,10.150.5.2,Routers,ISR4451-X/K9,FJC2136D0KP,16.12.4,2021-02-16T07:36:43.000Z,10153432649
CASJEMC-00001MDF-WR01.stjoe.org,Cisco 4431 Integrated Services Router,10.150.72.1,Routers,ISR4431/K9,FJC2150D017,16.12.4,2021-02-16T07:46:16.000Z,6574769519
WRDC-5E-S001.network.providence.org,Cisco 3750 Stackable Switches,10.230.255.16,Switches and Hubs,WS-C3750-48PS-S,FDO1229X4TY,12.2(55)SE1,2021-02-16T07:35:35.000Z,51844899419
HIW-3-4510-2.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.38,Switches and Hubs,WS-C4510R+E,FOX1504GC14,03.02.02.SG,2021-02-16T07:39:34.000Z,300261435710
,,10.217.255.5,,,,,2021-02-16T07:39:34.000Z,
WQDC-2B6-S001.network.providence.org,Cisco Catalyst 2960-24TC Switch,10.226.112.25,Switches and Hubs,WS-C2960-24TC-L,FCQ1527Y0VA,15.0(2)SE11,2021-02-16T07:35:35.000Z,32339269744
CA-TZMC-STWR-NS5A-E01.network.providence.org,Cisco Catalyst 2960CX-8PC-L Switch,10.5.90.40,Switches and Hubs,WS-C2960CX-8PC-L,FOC2007W35M,15.2(3)E3,2021-02-16T07:38:05.000Z,17876300795
OWFH-LLLS002.network.providence.org,Cisco 3750 Stackable Switches,10.241.255.32,Switches and Hubs,WS-C3750V2-48PS-S,FDO1424Y08C,12.2(55)SE1,2021-02-16T07:38:05.000Z,95917569
WPCH-DC-S903.network.providence.org,Cisco 3750 Stackable Switches,10.239.99.28,Switches and Hubs,WS-C3750G-48PS-S,FOC1103Y27A,12.2(55)SE1,2021-02-16T07:35:35.000Z,133554791334
WPCH-PGS-S001.network.providence.org,Cisco 3750 Stackable Switches,10.239.99.30,Switches and Hubs,WS-C3750V2-48PS-S,FDO1433Y14P,12.2(55)SE1,2021-02-16T07:35:35.000Z,216539231
WA-TUKW-RFNT-002A-S02.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.228.222.3,Switches and Hubs,WS-C3850-48F-L,FOC1838X1S3,03.06.06E,2021-02-16T07:35:35.000Z,35944338752
CA-SJMC-NTWR-R304-S91.network.providence.org,Cisco Catalyst 6504-E Switch,10.1.255.16,Switches and Hubs,WS-C6504-E,FOX102206YM,12.2(18)SXF11,2021-02-16T07:39:34.000Z,187374232396
WASTPMCNT-0001M-AS10.network.providence.org,Cisco 3750 Stackable Switches,10.236.99.165,Switches and Hubs,WS-C3750-48PS-S,FDO1345X01W,12.2(55)SE1,2021-02-16T07:35:35.000Z,248785460512
CA-SJMC-ETWR-00BA-S01.network.providence.org,Cisco 3750 Stackable Switches,10.1.90.11,Switches and Hubs,WS-C3750X-48P-S,FDO1629V0JQ,12.2(55)SE3,2021-02-16T07:39:34.000Z,20605387561
OSTVMO52S001.network.providence.org,Cisco 3750 Stackable Switches,10.242.242.210,Switches and Hubs,WS-C3750-48PS-S,FDO1340Y09J,12.2(55)SE1,2021-02-16T07:39:34.000Z,11296044428
SJFMC-LAS-NWIDF3B-01.stjoe.org,Cisco 3750 Stackable Switches,10.194.214.40,Switches and Hubs,WS-C3750X-48PF-L,FDO1734P0BJ,12.2(55)SE4,2021-02-16T07:42:36.000Z,38640676424
SJFMC-LAS-SWTWR-01.stjoe.org,Cisco 3750 Stackable Switches,172.22.96.24,Switches and Hubs,WS-C3750X-48PF-L,FDO2041F1KH,15.0(2)SE6,2021-02-16T07:42:36.000Z,21058871862
SJFMC-LAS-NWMDF1A-01.stjoe.org,Cisco 3750 Stackable Switches,10.194.214.10,Switches and Hubs,WS-C3750X-48PF-L,FDO1734R1QP,12.2(55)SE4,2021-02-16T07:42:36.000Z,48963878507
SJFMC-LAS-NWIDF3A-01.stjoe.org,Cisco 3750 Stackable Switches,10.194.214.30,Switches and Hubs,WS-C3750X-48PF-L,FDO1734R1KD,12.2(55)SE4,2021-02-16T07:42:36.000Z,38639329592
CA-LCMC-JLDC-R006-R91.network.providence.org,Cisco 7206VXR Router,10.15.255.252,Routers,CISCO7206VXR,33635530,12.4(25a),2021-02-16T07:38:05.000Z,346387030931
1100GOETH-2960-3B.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.148.6,Switches and Hubs,WS-C2960S-48TS-L,FOC1720Y0EP,15.2(1)E1,2021-02-16T07:35:35.000Z,41126273915
AKAKAMCNT-F5116-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.19.36.19,Switches and Hubs,C9300-48P,FOC2150Z0SX,16.6.2,2021-02-16T07:35:35.000Z,62746636554
CASJFNBNT-04ID1-AS04.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.194.6.51,Switches and Hubs,WS-C3850-48U-S,FOC2111U0BU,03.06.05E,2021-02-16T07:46:16.000Z,54910128461
WAKADENNT-IDF01-AS01.network.kadlec.org,Cisco Catalyst 9410R Switch,10.110.255.5,Switches and Hubs,C9410R,FXS2330Q1PH,16.9.4,2021-02-16T07:36:43.000Z,31483650218
WAKADMCNT-IDF5065-AS03.kmc.kadlec.org,Cisco Catalyst 9300 Switch,10.110.26.6,Switches and Hubs,C9300-48P,FOC2234Q02H,16.9.5,2021-02-16T07:36:43.000Z,10839169237
SJOMC-LAS-IDFPCC42-01.stjoe.org,Cisco 3750 Stackable Switches,10.193.2.230,Switches and Hubs,WS-C3750X-48PF-L,FDO1748R1EL,12.2(55)SE6,2021-02-16T07:42:36.000Z,217496423253
QVMMC-LAS-MEDREC-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.19,Switches and Hubs,WS-C3750X-48PF-L,FDO1651H1EU,12.2(55)SE4,2021-02-16T07:46:16.000Z,248313555923
WCOT-CUP-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.80.3,Switches and Hubs,WS-C3750X-48PF-L,FDO1440K0WD,12.2(53)SE2,2021-02-16T07:35:35.000Z,58986961351
CA-FAMG-SPDC-R302-S01.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.90.6,Switches and Hubs,WS-C2960X-48FPD-L,FCW2005A1VJ,15.2(2)E4,2021-02-16T07:38:05.000Z,121883289111
CA-FAMG-SPAI-001A-S03.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.90.51,Switches and Hubs,WS-C2960X-48FPS-L,FCW1836A1Z1,15.2(2)E4,2021-02-16T07:38:05.000Z,33516809414
CA-LCES-PJBD-002A-S01.network.providence.org,Cisco 3750 Stackable Switches,10.15.116.250,Switches and Hubs,WS-C3750V2-48PS-S,FDO1429Y0VU,12.2(55)SE1,2021-02-16T07:41:11.000Z,36354021509
CA-LCMC-TRCC-001A-S81.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.157.239.194,Switches and Hubs,WS-C3850-48P,FCW1933D1CU,03.03.03SE,2021-02-16T07:41:11.000Z,52650088222
SRMHS-LAS-MDF-01.stjoe.org,Cisco 3750 Stackable Switches,10.156.155.230,Switches and Hubs,,,12.2(55)SE4,2021-02-16T07:46:16.000Z,52120830204
ORPDXNP-011A-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.244.162.20,Switches and Hubs,C9300-48P,FOC2218Q0F2,16.6.2,2021-02-16T07:39:34.000Z,78411137779
AAMC-ENX2-S002.network.providence.org,Cisco 3750 Stackable Switches,10.16.43.33,Switches and Hubs,WS-C3750V2-48PS-S,FDO1612X07G,12.2(55)SE5,2021-02-16T07:35:35.000Z,166576510626
OLE1-1A-S001.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.253.180.6,Switches and Hubs,WS-C3850-48P-S,FOC1949X1HP,16.6.6,2021-02-16T07:39:34.000Z,5178256444
OPMCCHL2S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.178,Switches and Hubs,WS-C3750-48TS-S,FDO1226X41F,12.2(55)SE1,2021-02-16T07:38:05.000Z,11152018293
OPMCASB1S001.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.244.2.211,Switches and Hubs,WS-C3850-48P,FOC1932U1A3,03.03.03SE,2021-02-16T07:38:05.000Z,1791733844
CLDLV-ITS-CAGE5020-01.stjoe.org,Cisco 3750 Stackable Switches,10.250.8.69,Switches and Hubs,WS-C3750X-48PF-L,FDO1719H39W,12.2(55)SE4,2021-02-16T07:42:36.000Z,190909909121
CLDLV-DAS-CAGE5236-01,Cisco Nexus 5596UP Switch,10.250.8.30,Switches and Hubs,N5K-C5596UP,FOX1635GT82,7.1(5)N1(1),2021-02-16T07:42:36.000Z,17266965976
OPMC-2J-S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.94,Switches and Hubs,WS-C3750-48TS-S,FDO1225X03J,12.2(55)SE1,2021-02-16T07:39:34.000Z,313783562549
OPOP1-2D-S001.network.providence.org,Cisco 3750 Stackable Switches,10.246.255.27,Switches and Hubs,WS-C3750V2-48PS-S,FDO1645X07C,12.2(55)SE1,2021-02-16T07:38:05.000Z,34948173096
CHSLK-ALSW-3NORTHOLD-01.covhs.org,Cisco 3750 Stackable Switches,156.72.127.23,Switches and Hubs,WS-C3750G-48PS-S,FOC1127Y56L,12.2(25)SEE3,2021-02-16T07:42:36.000Z,25892338062
CA-SPMC-WBDG-002E-S01.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.14.90.21,Switches and Hubs,WS-C3850-48P,FOC1823X065,03.03.03SE,2021-02-16T07:38:05.000Z,157593862066
CA-LCMC-HERI-001S-S01.network.providence.org,Cisco 3750 Stackable Switches,10.15.254.61,Switches and Hubs,WS-C3750X-48P-S,FDO1629R19F,12.2(55)SE1,2021-02-16T07:38:05.000Z,212021426789
WASTPMCNT-LLDC1-WR01.network.providence.org,Cisco 4451 Series Integrated Services Router,10.236.199.8,Routers,ISR4451-X/K9,FJC2136D0E0,16.12.4,2021-02-16T07:35:35.000Z,7700333443
OMMC2143S005.network.providence.org,Cisco 3750 Stackable Switches,10.248.2.57,Switches and Hubs,WS-C3750-48PS-S,CAT1115NKVV,12.2(55)SE1,2021-02-16T07:38:05.000Z,23892872950
AKSEWMCNT-01MDF-CS01.network.providence.org,Cisco Catalyst 9300 Switch,10.16.0.87,Switches and Hubs,C9300-48P,FCW2234C0MQ,16.6.6,2021-02-16T07:35:35.000Z,6671113824
SJOMC-LCC-MDFPCC-V.stjoe.org,Cisco Catalyst 6500 Virtual Switching System,10.193.0.1,Switches and Hubs,WS-C6509-E,SMG1551N07T,12.2(33)SXI8,2021-02-16T07:42:36.000Z,212924670668
SJOMC-LAS-IDFA-02.stjoe.org,Cisco 3750 Stackable Switches,10.193.3.90,Switches and Hubs,WS-C3750X-48PF-L,FDO1902S413,15.0(2)SE6,2021-02-16T07:42:36.000Z,53734353568
SJOMC-LAS-IDFPCC32-01.stjoe.org,Cisco 3750 Stackable Switches,10.193.2.210,Switches and Hubs,WS-C3750X-48PF-L,FDO1750R18W,12.2(55)SE6,2021-02-16T07:42:36.000Z,217672470186
SJOMC-LAS-IDFG-02.stjoe.org,Cisco 3750 Stackable Switches,10.193.3.230,Switches and Hubs,WS-C3750X-48PF-L,FDO1725R01S,15.0(2)SE6,2021-02-16T07:42:36.000Z,49330315742
CAHOCSTNT-BMMDF-WR01.network.providence.org,Cisco 4451 Series Integrated Services Router,10.4.159.232,Routers,ISR4451-X/K9,FJC2136D0D4,16.9.4,2021-02-16T07:38:05.000Z,33538036777
ORPDXNP-002A-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.150.16.90,Switches and Hubs,C9300-48P,FCW2247AHWL,16.6.2,2021-02-16T07:39:34.000Z,59590780458
CA-HCMC-STWR-R208-S91.network.providence.org,Cisco 3750 Stackable Switches,10.4.90.100,Switches and Hubs,WS-C3750G-12S-S,FDO1439V128,12.2(55)SE1,2021-02-16T07:38:05.000Z,311433996822
AKAKAMCNT-DB052-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.19.240.28,Switches and Hubs,C9300-48P,FOC2150Q0FR,16.6.6,2021-02-16T07:35:35.000Z,40358090120
AAMC-HWT2-S001.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.30,Switches and Hubs,WS-C3750V2-48PS-S,FDO1437X0FP,12.2(55)SE5,2021-02-16T07:35:35.000Z,69859907328
CA-HCMC-NTWR-002C-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.90.23,Switches and Hubs,C9300-48P,FCW2133G033,16.6.1,2021-02-16T07:38:05.000Z,30198186456
WASTPEGNT-0001B-AS10.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.236.99.111,Switches and Hubs,WS-C3850-48P,FCW2026F0TJ,03.03.05SE,2021-02-16T07:35:35.000Z,36641581626
HIE-1-4510-2.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.15,Switches and Hubs,WS-C4510R+E,FOX1504GC2D,03.02.02.SG,2021-02-16T07:39:34.000Z,307897576979
WARNTS2-00001DC1-WR01.network.providence.org,Cisco 4451 Series Integrated Services Router,10.150.8.129,Routers,ISR4451-X/K9,FJC2136D0EG,16.12.4,2021-02-16T07:36:43.000Z,7700481939
CASJEMC-00001MDF-WR02.stjoe.org,Cisco 4431 Integrated Services Router,10.150.72.2,Routers,ISR4431/K9,FJC2150D01F,16.12.4,2021-02-16T07:46:16.000Z,6564277894
WRDC-2E-S002.network.providence.org,Cisco 3750 Stackable Switches,10.230.99.49,Switches and Hubs,WS-C3750V2-48PS-S,FDO1551Y1X0,12.2(55)SE1,2021-02-16T07:35:35.000Z,51860015011
HIW-4-4510-1.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.39,Switches and Hubs,WS-C4510R+E,FOX1504GC0E,03.02.02.SG,2021-02-16T07:39:34.000Z,304678569272
,,10.217.255.9,,,,,2021-02-16T07:39:34.000Z,
WQDC-2B7-S001.network.providence.org,Cisco Catalyst 2960-24TC Switch,10.226.112.26,Switches and Hubs,WS-C2960-24TC-L,FCQ1527Y1XV,15.0(2)SE11,2021-02-16T07:35:35.000Z,32339188388
CA-TZMC-STWR-001A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.5.90.7,Switches and Hubs,C9300-48P,FOC2132Z0A3,16.6.2,2021-02-16T07:38:05.000Z,80915980
OWFH-LLLS001.network.providence.org,Cisco 3750 Stackable Switches,10.241.255.31,Switches and Hubs,WS-C3750V2-48PS-S,FDO1424Y06T,12.2(55)SE1,2021-02-16T07:38:05.000Z,95906481
WPCH-DC-S903.network.providence.org,Cisco 3750 Stackable Switches,10.239.99.28,Switches and Hubs,WS-C3750G-48PS-S,FOC1103Y23V,12.2(55)SE1,2021-02-16T07:35:35.000Z,133554791334
WPCH-2A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.239.99.31,Switches and Hubs,WS-C3750-48PS-S,CAT1042RLR4,12.2(55)SE1,2021-02-16T07:35:35.000Z,298230028903
WA-TUKW-RFNT-002C-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.228.222.4,Switches and Hubs,WS-C3850-48F-L,FOC1839X009,03.06.05E,2021-02-16T07:35:35.000Z,72189072881
CA-SJMC-GSDC-R101-S91.network.providence.org,Cisco Nexus 5596UP Switch,10.1.91.243,Switches and Hubs,Fabric Extender Module: 32x10G BaseT downlinks,SSI15350A65,7.0(6)N1(1),2021-02-16T07:39:34.000Z,128080445781
WASTPMCNT-0001M-AS10.network.providence.org,Cisco 3750 Stackable Switches,10.236.99.165,Switches and Hubs,WS-C3750V2-48PS-S,FDO1520X2UG,12.2(55)SE1,2021-02-16T07:35:35.000Z,248785460512
CA-SJMC-ETWR-00BA-S01.network.providence.org,Cisco 3750 Stackable Switches,10.1.90.11,Switches and Hubs,WS-C3750X-48P-S,FDO1635P0Z3,12.2(55)SE3,2021-02-16T07:39:34.000Z,20605387561
SJOMC-LAS-IDFC2-01.stjoe.org,Cisco 3750 Stackable Switches,10.193.3.150,Switches and Hubs,WS-C3750X-48PF-L,FDO1636Z0Y7,12.2(55)SE3,2021-02-16T07:42:36.000Z,21562371093
SJFMC-VSW-NWIDF3B-02.stjoe.org,Cisco VG224 Voice Gateway,10.194.231.7,Voice and Telephony,VG224,FTX1807AKZP,15.1(4)M10,2021-02-16T07:42:36.000Z,2365671881
SJFMC-LAS-SWTWR-01.stjoe.org,Cisco 3750 Stackable Switches,172.22.96.24,Switches and Hubs,WS-C3750X-48PF-L,FDO2041F1RV,15.0(2)SE6,2021-02-16T07:42:36.000Z,21058871862
SJFMC-LAS-NWMDF1A-01.stjoe.org,Cisco 3750 Stackable Switches,10.194.214.10,Switches and Hubs,WS-C3750X-48PF-L,FDO1734Z131,12.2(55)SE4,2021-02-16T07:42:36.000Z,48963878507
SJFMC-LAS-NWIDF3A-01.stjoe.org,Cisco 3750 Stackable Switches,10.194.214.30,Switches and Hubs,WS-C3750X-48PF-L,FDO1734Z1PH,12.2(55)SE4,2021-02-16T07:42:36.000Z,38639329592
CA-LCMC-JLDC-R006-S91.network.providence.org,Cisco Catalyst 6509 Switch,10.15.255.4,Switches and Hubs,WS-C6509,TBM06197436,12.2(18)SXF11,2021-02-16T07:38:05.000Z,300558302669
1100GOETH-2960-3B.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.148.6,Switches and Hubs,WS-C2960S-48TS-L,FOC1720Y0EN,15.2(1)E1,2021-02-16T07:35:35.000Z,41126273915
AKAKAMCNT-F1007-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.19.36.18,Switches and Hubs,C9300-48P,FCW2150G02D,16.6.2,2021-02-16T07:35:35.000Z,62740638449
CASJFNBNT-04ID1-AS04.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.194.6.51,Switches and Hubs,WS-C3850-48U-S,FCW2111C093,03.06.05E,2021-02-16T07:46:16.000Z,54910128461
WAKADMCNT-IDFR1100-AS03.kmc.kadlec.org,Cisco Catalyst 9300 Switch,10.110.114.6,Switches and Hubs,C9300-48P,FOC2236Q05B,16.8.1a,2021-02-16T07:36:43.000Z,33907975993
ORSTVMCNT-MO35A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.242.242.28,Switches and Hubs,C9300-48P,FJC2333E0QH,16.12.4,2021-02-16T07:41:11.000Z,2258925514
SJOMC-LAS-IDFPCC22-01.stjoe.org,Cisco 3750 Stackable Switches,10.193.2.190,Switches and Hubs,WS-C3750X-48PF-L,FDO1746H1MA,12.2(55)SE4,2021-02-16T07:42:36.000Z,218865290026
QVMMC-LAS-MEDREC-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.19,Switches and Hubs,WS-C3750X-48PF-L,FDO1538K0F8,12.2(55)SE4,2021-02-16T07:46:16.000Z,248313555923
WCOT-B2A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.4,Switches and Hubs,WS-C3750X-48PF-L,FDO1439R05F,12.2(55)SE10,2021-02-16T07:35:35.000Z,22409358024
CA-FAMG-SPDC-R302-S01.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.90.6,Switches and Hubs,WS-C2960X-48FPD-L,FCW2007A0J6,15.2(2)E4,2021-02-16T07:38:05.000Z,121883289111
CA-SJMC-GSDC-R101-S91.network.providence.org,Cisco Nexus 5596UP Switch,10.1.91.243,Switches and Hubs,Fabric Extender Module: 32x10G BaseT downlinks,SSI15350AAP,7.0(6)N1(1),2021-02-16T07:39:34.000Z,128080445781
CA-LCES-PJBD-002A-S01.network.providence.org,Cisco 3750 Stackable Switches,10.15.116.250,Switches and Hubs,WS-C3750V2-48PS-S,FDO1430Y0H6,12.2(55)SE1,2021-02-16T07:41:11.000Z,36354021509
CA-LCMC-TRCC-001A-S81.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.157.239.194,Switches and Hubs,WS-C3850-48P,FOC1748Y34W,03.03.03SE,2021-02-16T07:41:11.000Z,52650088222
SRMHS-LAS-MDF-01.stjoe.org,Cisco 3750 Stackable Switches,10.156.155.230,Switches and Hubs,WS-C3750X-48PF-L,FDO1647P0JR,12.2(55)SE4,2021-02-16T07:46:16.000Z,52120830204
ORPDXNP-011A-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.244.162.20,Switches and Hubs,C9300-48P,FCW2218G0CF,16.6.2,2021-02-16T07:39:34.000Z,78411137779
AAMC-H2001-S002.network.providence.org,Cisco 3750 Stackable Switches,10.16.43.30,Switches and Hubs,WS-C3750V2-48PS-S,FDO1539X1DH,12.2(55)SE5,2021-02-16T07:35:35.000Z,58961835199
OLE1-1A-S001.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.253.180.6,Switches and Hubs,WS-C3850-48P-S,FCW1949D15G,16.6.6,2021-02-16T07:39:34.000Z,5178256444
OPMCASB1S001.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.244.2.211,Switches and Hubs,WS-C3850-48P,FOC1932U1AC,03.03.03SE,2021-02-16T07:38:05.000Z,1791733844
OPMC-TL-S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.212,Switches and Hubs,WS-C3750-48PS-S,CAT1114ZKMK,12.2(55)SE1,2021-02-16T07:38:05.000Z,313782344795
CLDLV-XTS-CAGE5017-01.stjoe.org,Cisco 3750 Stackable Switches,10.250.8.72,Switches and Hubs,WS-C3750X-48PF-L,FDO1748P20C,12.2(55)SE6,2021-02-16T07:42:36.000Z,200584811239
CLDLV-DAS-CAGE5236-01,Cisco Nexus 5596UP Switch,10.250.8.30,Switches and Hubs,"Fabric Extender Module: 32x10GE, 8x10GE",SSI182301DH,7.1(5)N1(1),2021-02-16T07:42:36.000Z,17266965976
OPMC-2J-S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.94,Switches and Hubs,WS-C3750-48TS-S,FDO1225X02W,12.2(55)SE1,2021-02-16T07:39:34.000Z,313783562549
OPOP2-MDFS901.network.providence.org,Cisco Catalyst 6506 Switch,10.246.255.3,Switches and Hubs,WS-C6506-E,SAL1340ZVW6,12.2(33)SXI14,2021-02-16T07:38:05.000Z,69771831043
CHSLK-ALSW-3NORTHOLD-01.covhs.org,Cisco 3750 Stackable Switches,156.72.127.23,Switches and Hubs,WS-C3750G-48PS-S,FOC1127Y56J,12.2(25)SEE3,2021-02-16T07:42:36.000Z,25892338062
CA-SPMC-WBDG-002E-S01.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.14.90.21,Switches and Hubs,WS-C3850-48P,FOC1823U07D,03.03.03SE,2021-02-16T07:38:05.000Z,157593862066
CA-LCMC-HERI-001S-S01.network.providence.org,Cisco 3750 Stackable Switches,10.15.254.61,Switches and Hubs,WS-C3750-48PS-S,FDO1125Y141,12.2(55)SE1,2021-02-16T07:38:05.000Z,212021426789
WASTPPBNT-0001A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.80,Switches and Hubs,C9300-48P,FOC2145Q03L,16.9.5,2021-02-16T07:35:35.000Z,19272814582
OMMC2248S008.network.providence.org,Cisco 3750 Stackable Switches,10.248.2.58,Switches and Hubs,WS-C3750V2-48PS-S,FDO1450X30T,12.2(55)SE1,2021-02-16T07:38:05.000Z,200079590679
ADST-MAIN-S002.network.providence.org,Cisco 3750 Stackable Switches,10.21.1.99,Switches and Hubs,WS-C3750-48PS-S,FDO1316Y0BQ,12.2(55)SE5,2021-02-16T07:35:35.000Z,69852522699
SJOMC-LCC-MDFPCC-V.stjoe.org,Cisco Catalyst 6500 Virtual Switching System,10.193.0.1,Switches and Hubs,WS-C6509-E,SMG1551N09R,12.2(33)SXI8,2021-02-16T07:42:36.000Z,212924670668
PVHMC-LAS-PBX-01.stjoe.org,Cisco 3750 Stackable Switches,10.211.3.23,Switches and Hubs,WS-C3750X-48PF-L,FDO1653X0AB,12.2(55)SE4,2021-02-16T07:44:31.000Z,4623176918
SJOMC-LAS-IDFPCC32-01.stjoe.org,Cisco 3750 Stackable Switches,10.193.2.210,Switches and Hubs,WS-C3750X-48PF-L,FDO1750P157,12.2(55)SE6,2021-02-16T07:42:36.000Z,217672470186
SJOMC-LAS-IDFB-01.stjoe.org,Cisco 3750 Stackable Switches,10.193.3.110,Switches and Hubs,WS-C3750X-48PF-L,FDO1750R18U,15.0(2)SE6,2021-02-16T07:42:36.000Z,191508508868
CAHOCSTNT-BMMDF-WR02.network.providence.org,Cisco 4451 Series Integrated Services Router,10.4.159.233,Routers,ISR4451-X/K9,FJC2136D0EV,16.9.4,2021-02-16T07:38:05.000Z,33523395698
ORPDXNP-002A-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.150.16.90,Switches and Hubs,C9300-48P,FOC2132Z0DL,16.6.2,2021-02-16T07:39:34.000Z,59590780458
OPMCDC01S112.network.providence.org,Cisco Catalyst 2950T 24 Switch,10.244.70.15,Switches and Hubs,WS-C2950T-24,FOC0814Z2V6,12.1(22)EA14,2021-02-16T07:38:05.000Z,165483598883
AKAKAMCNT-DB052-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.19.240.28,Switches and Hubs,C9300-48P,FCW2150G03Z,16.6.6,2021-02-16T07:35:35.000Z,40358090120
AAMC-HWT2-S001.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.30,Switches and Hubs,WS-C3750V2-48PS-S,FDO1612X07D,12.2(55)SE5,2021-02-16T07:35:35.000Z,69859907328
CA-HCMC-NTWR-002C-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.90.23,Switches and Hubs,C9300-48P,FCW2133L056,16.6.1,2021-02-16T07:38:05.000Z,30198186456
WASTPEGNT-0001B-AS10.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.236.99.111,Switches and Hubs,WS-C3850-48P,FCW2025C1PK,03.03.05SE,2021-02-16T07:35:35.000Z,36641581626
HIE-1-4510-3.Swedish.org,Cisco Catalyst 4510R plus E Switch,10.217.255.16,Switches and Hubs,WS-C4510R+E,FOX1504GC0V,03.02.02.SG,2021-02-16T07:39:34.000Z,302922921973
WARNTS2-00001DC1-WR02.network.providence.org,Cisco 4451 Series Integrated Services Router,10.150.8.130,Routers,ISR4451-X/K9,FJC2136D0EH,16.12.4,2021-02-16T07:36:43.000Z,7697601332
CASRMMCNT-EBMDF-WC03,Cisco 5520 Series Wireless Controllers,10.209.11.9,Wireless Controller,AIR-CT5520-K9,FCH2133V171,8.8.125.0,2021-02-16T07:46:16.000Z,27833438413
